지역,휘발유,경유,LPG,전기,년월
울산,293180,221299,36630,3038,2021.08
세종,90664,65399,12815,1509,2021.08
경기,2994349,2445980,407279,33832,2021.08
강원,357202,371463,59184,5929,2021.08
충북,396969,382310,70436,6414,2021.08
충남,514518,517333,88369,8426,2021.08
전북,394042,433056,93684,5826,2021.08
전남,444585,544640,110488,7211,2021.08
경북,645375,665125,127478,9683,2021.08
경남,868108,743763,139668,9730,2021.08
제주,284808,252770,60402,23590,2021.08
서울,1646093,1093923,247928,33434,2021.09
부산,700923,556137,114340,10480,2021.09
대구,580980,454810,108813,15122,2021.09
인천,805648,639623,118465,10543,2021.09
광주,308869,267476,88871,4722,2021.09
대전,338427,249683,67879,7134,2021.09
울산,293315,220841,36564,3167,2021.09
세종,91053,65272,12820,1627,2021.09
경기,3001057,2447166,407055,35385,2021.09
강원,358145,371330,59116,6266,2021.09
충북,397495,382288,70417,6801,2021.09
충남,515460,517082,88511,8847,2021.09
전북,394139,432472,93625,6286,2021.09
전남,449830,546624,111868,7574,2021.09
경북,646109,664606,127568,10013,2021.09
경남,869501,742646,139696,10274,2021.09
제주,286476,252935,60292,23845,2021.09
서울,1645282,1090545,246873,35067,2021.1
부산,702137,555377,113990,10939,2021.1
대구,581478,452397,108353,15753,2021.1
인천,805530,636676,117774,11295,2021.1
광주,309297,267133,88911,4806,2021.1
대전,338422,249056,67749,7700,2021.1
울산,293768,220420,36527,3184,2021.1
세종,91646,65420,12859,1680,2021.1
경기,3008631,2444939,406841,37084,2021.1
강원,359173,371158,59001,6786,2021.1
충북,398241,381342,70459,7362,2021.1
충남,516785,516406,88627,9480,2021.1
전북,394446,431934,93724,6733,2021.1
전남,451703,547073,111877,7826,2021.1
경북,647361,663670,127677,10373,2021.1
경남,871244,741452,139634,11199,2021.1
제주,288093,252590,60201,24410,2021.1
서울,1646122,1088003,245825,38840,2021.11
부산,704346,554709,113503,11766,2021.11
대구,581707,451527,107907,16083,2021.11
인천,807266,634789,117273,11775,2021.11
광주,309906,266986,88968,4978,2021.11
대전,339003,248820,67761,7737,2021.11
울산,294408,220334,36480,3149,2021.11
세종,92151,65369,12890,1717,2021.11
경기,3017624,2444919,406674,38563,2021.11
강원,360348,370839,58959,7231,2021.11
충북,399367,380495,70473,7731,2021.11
충남,518283,516144,88836,9836,2021.11
전북,395293,431709,93796,7147,2021.11
전남,453952,546568,111943,8042,2021.11
경북,649047,663071,127787,10870,2021.11
경남,873336,740560,139662,12122,2021.11
제주,290126,252660,59942,25381,2021.11
서울,1646141,1084741,245041,40564,2021.12
부산,706646,554251,113022,12375,2021.12
대구,582172,450862,107675,16185,2021.12
인천,808405,633162,116636,12820,2021.12
광주,310349,266902,89043,5194,2021.12
대전,339336,248807,67680,7701,2021.12
울산,294967,220030,36405,3166,2021.12
세종,92830,65600,12929,1859,2021.12
경기,3026831,2445782,406537,39958,2021.12
강원,361201,370641,58721,7946,2021.12
충북,400178,380157,70403,8194,2021.12
충남,519627,516048,88859,9991,2021.12
전북,395547,431314,93588,7365,2021.12
전남,457458,548344,112207,8708,2021.12
경북,650070,662771,127689,11240,2021.12
경남,875460,739705,139672,12606,2021.12
제주,292347,252834,59567,25571,2021.12
